code,category,name,unit,unit_price,notes
EMB-5-15,الأعمال المعدنية,توريد وتركيب مظلة معدنية لمنطقة حمام السباحة مكونة من هيكل مصنوع من الفولاذ المجلفن و التغطية: قماش بي في سي (PVC) عالي الجودة، مقاوم للعوامل الجوية و,م2,611.0,"Supply and installation of a metal canopy for the swimming pool area,  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-7-1,العزل الحراري والمائي,طبقتان من لفائف البيتومين المعدل بسمك 4 مم لكل طبقة يتم تثبيتها باللهب علي السطح الخرساني ويتم عمل تراكب 50 مم بين اطراف اللحام - ومحمل علي السعر ما ي,م2,215.0,Two Layers 4mm thick modified bitumen sheet membrane torched down appl | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-7-2,العزل الحراري والمائي,غشاء عازل للماء بطبقتين (4 مم + 4 مم) من لفائف البيتومين حسب الرسومات والمواصفات وحسب توصية المهندس المشرف وإعتماد المالك,م2,80.0,Two-layers (4mm + 4mm) thick waterproofing membrane as per drawings an | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-1,الأبواب والنوافذ,D1 2200 H X1800 W mm,بالعدد,6000.0,D1 2200 H X1800 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-2,الأبواب والنوافذ,D2 2200 H X1000 W mm,بالعدد,3500.0,D2 2200 H X1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-3,الأبواب والنوافذ,D3 2200 H X2000 W mm,بالعدد,6000.0,D3 2200 H X2000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-4,الأبواب والنوافذ,D4 2200 H X1700 W mm,بالعدد,6000.0,D4 2200 H X1700 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-5,الأبواب والنوافذ,D5 2200 H X3000 W mm,بالعدد,6600.0,D5 2200 H X3000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-6,الأبواب والنوافذ,D6 2200 H X2400 W mm,بالعدد,5300.0,D6 2200 H X2400 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-7,الأبواب والنوافذ,D7 2200 H 3000 W mm,بالعدد,6600.0,D7 2200 H 3000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-8,الأبواب والنوافذ,D8 2200 H 1000 W mm,بالعدد,3250.0,D8 2200 H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-9,الأبواب والنوافذ,GSD-1 2200 H 1800 W mm,بالعدد,4700.0,GSD-1 2200 H 1800 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-10,الأبواب والنوافذ,SD-1 2200 H 900 W mm,بالعدد,2200.0,SD-1 2200 H 900 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-11,الأبواب والنوافذ,SD-2 2200 H 1000 W mm,بالعدد,2200.0,SD-2 2200 H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-12,الأبواب والنوافذ,SD-3 2200 H 1000 W mm,بالعدد,2200.0,SD-3 2200 H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-13,الأبواب والنوافذ,DW-1 1800 H 900 W mm,بالعدد,2200.0,DW-1 1800 H 900 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-14,الأبواب والنوافذ,DW-2 1800 H 800 W mm,بالعدد,2200.0,DW-2 1800 H 800 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-15,الأبواب والنوافذ,DW-3 2000 H 4350 W mm,بالعدد,10500.0,DW-3 2000 H 4350 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-16,الأبواب والنوافذ,DW-4 2000 H 1000 W mm,بالعدد,2200.0,DW-4 2000 H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-17,الأبواب والنوافذ,DA-1 2000 H 1000 W mm,بالعدد,3585.0,DA-1 2000 H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-18,الأبواب والنوافذ,D-9 2200H 1000 W mm,بالعدد,3500.0,D-9 2200H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-19,الأبواب والنوافذ,D-10 2200H 1000 W mm,بالعدد,3700.0,D-10 2200H 1000 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-20,الأبواب والنوافذ,W1 2800 H X650 W mm,بالعدد,1640.0,W1 2800 H X650 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-21,الأبواب والنوافذ,W2 2700 H X650 W mm,بالعدد,1700.0,W2 2700 H X650 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-22,الأبواب والنوافذ,W3 1800 H X650 W mm,بالعدد,1200.0,W3 1800 H X650 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-23,الأبواب والنوافذ,W4 2800 H X650 W mm,بالعدد,1600.0,W4 2800 H X650 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-24,الأبواب والنوافذ,W5 1400 H X1400 W mm,بالعدد,1850.0,W5 1400 H X1400 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-25,الأبواب والنوافذ,W6 3200 H X1400 W mm,بالعدد,4200.0,W6 3200 H X1400 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-26,الأبواب والنوافذ,W7 2250 H X6100 W mm,بالعدد,13500.0,W7 2250 H X6100 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-27,الأبواب والنوافذ,W8 1400 H X2150 W mm,بالعدد,2800.0,W8 1400 H X2150 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-28,الأبواب والنوافذ,W9 1200 H X2150 W mm,بالعدد,2000.0,W9 1400 H X2150 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-29,الأبواب والنوافذ,W10 3750H X2150 W mm,بالعدد,7000.0,W10 4200H X2150 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-30,الأبواب والنوافذ,CW3 3000 H X3650 W mm,بالعدد,14000.0,CW3 3000 H X3650 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-31,الأبواب والنوافذ,CW4 3000 H X4850 W mm,بالعدد,18000.0,CW4 3000 H X4850 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-32,الأبواب والنوافذ,CW5 3000 H X5900 W mm,بالعدد,24000.0,CW5 3000 H X5900 W mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-8-33,الأبواب والنوافذ,المشربيّات االالومنيوم سمك لايقل عن 2.5 مم تتكون من إطار الومنيوم شبكي يستخدم كعنصر تظليل. مصنوع من الالومنيوم المدهون بطلاء بودرة إلكتروستاتيكية مقاو,م2,799.0,"Aluminum Mashrabiya, with a thickness of no less than 2.5 mm, consists | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-1,أعمال التشطيبات,ارضيات من الجرانيت الامبرادور الغامق سمك 30مم (تشطيب مصقول) لمداخل الابواب الرئيسية بالمبني الرئيسي والفلل طبقا للمخططات والمواصفات وحسب توصية المهندس,م2,400.0,"Floors made of dark Emperador granite, 30 mm thick, with a polished fi | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-2,أعمال التشطيبات,ارضيات من الجرانيت الامبرادور الغامق سمك 30مم (تشطيب خشن) للمنحدرات بالموقع العام طبقا للمخططات والمواصفات وحسب توصية المهندس المشرف وإعتماد المالك,م2,400.0,"Floors made of dark Emperador granite, 30 mm thick, with a rough finis | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-3,أعمال التشطيبات,ارضيات من الرخام كريما مارفل (تشطيب مصقول) بالمبني الرئيسي بمنطقة البهو والطرقات - والفيلا الرئيسية بالبهو الرئيسي- و غرف استقبال الضيوف والطعام والتو,م2,600.0,Marble floors (polished finish) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-4,أعمال التشطيبات,ارضيات من الرخام كرارة ايطالي (تشطيب مصقول) بحمامات الضيوف وحمام القائد بالمبني الرئيسي -وحمامات الضيوف بالفلل وذلك طبقا للمخططات وحسب توصية المهندس ا,م2,530.0,Marble floors (polished finish) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-5,أعمال التشطيبات,بلاط سيراميك(غير قابل للانزلاق) حسب اللون والمقاس المعتمد لحمام السباحة وحسب توصية المهندس المشرف وإعتماد المالك,م2,113.0,Ceramic tiles (non-slip) according to the approved color and size | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-6,أعمال التشطيبات,بورسلان لامع سمك 20 مم (غير قابل للانزلاق ) حسب اللون والمقاس المعتمد بالحمامامات الخاصة بالفلل وحمامات مباني الخدمات والمطابخ والتراس وحسب توصية المه,م2,141.0,"Glossy porcelain tiles (non-slip) with a thickness of 20 mm, as per th | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-7,أعمال التشطيبات,بلاط بورسلان لامع سمك 20مم (تشطيب مصقول) بمباني الخدمات والغرف حسب اللون والمقاس المعتمد,م2,141.0,"Glossy porcelain tiles with a polished finish, 20 mm thick, to be used | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-8,أعمال التشطيبات,- توريد و تركيب بلاطات موكيت للأرضيات درجة أولي من النوع الفاخر صناعة أوربية ومصنع من الصوف بنسبة لا تقل عن ٥٠ % و السمك ١٠ مم وكثافة ٣٦ غرزة في البوص,م2,239.0,"Supply and installation of premium-grade carpet tiles for flooring, of | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-9,أعمال التشطيبات,توريد و تركيب سجاد رول للأرضيات درجة أولي من النوع الفاخر صناعة أوربية ومصنع من الصوف بنسبة لا تقل عن ٨٠ % معالج ضد الحريق ومقاوم للكهرباء الأستاتيكية,م2,275.0,"Supply and installation of high-quality roll carpet for flooring, of p | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-10,أعمال التشطيبات,ارضيات من دهان الإيبوكسي مقاوم للكهرباء الساكنة ومقاوم للرطوبة بسمك 2 مم وحسب توصية المهندس المشرف وإعتماد المالك.,بالعدد,70.0,2mm thick antistatic and moisture resistant epoxy flooring. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-11,أعمال التشطيبات,توريد وتركيب عتبة من الالومنيوم عرض 30سم سمك 3.3 مم تصميم مموج حسب الطول المطلوب للابواب وحسب توصية المهندس المشرف وإعتماد المالك,م.ط,113.0,"Supply and installation of an aluminum threshold, 30cm wide and 3.3mm  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-12,أعمال التشطيبات,توريد وتركيب عتبة 30 مم من حجر الرياض بالعرض والطول المطلوب لطبانات النوافذ (لزوم المباني الخدمية) وحسب توصية المهندس المشرف وإعتماد المالك,م.ط,141.0,"Supply and installation of a 30mm threshold made of Riyadh stone, size | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-13,أعمال التشطيبات,قوائم ونوائم من الرخام كريما مارفل اسباني سمك 20 مم للقائمة و30 ملم للنائمة وحسب توصية المهندس المشرف وإعتماد المالك,م.ط,350.0,"Risers made of Spanish Cream Marble, 20mm thick and . Landing 30 mm th | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-14,أعمال التشطيبات,بسطات الدرج من الرخام كريما مارفل اسباني سمك 30 مم وحسب توصية المهندس المشرف وإعتماد المالك,م2,611.0,"30mm thick Spanish Cream Marble, stair Landings | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-15,أعمال التشطيبات,توريد و تركيب تكسية ديكورية للحوائط من الواح خشب الكوانتر سمك ١٨ مم مغطي بقشرة خشب طبيعية تحقق الامتصاص الصوتي على كامل محيط القاعات مع حلية الخشب الم,م2,650.0,Supply and installation of decorative wall cladding made of 18mm thick | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-16,أعمال التشطيبات,تكسيات للحوائط من الرخام كرارة ايطالي (تشطيب مصقول) سمك 20 مم بحمامات الضيوف وحمام القائد بالمبني الرئيسي وحمامات الضيوف فقط وحسب توصية المهندس المشرف,م2,478.0,Marble floors (polished finish) 20mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-17,أعمال التشطيبات,تكسيات للحوائط من ورق الحائط مستورد من افخم الانواع ومقاوم للمياه والرطوبة - داخل بانوه فيوتك - بحمامات الضيوف وحمام القائد بالمبني الرئيسي وحمامات ال,م2,179.0,"Wall cladding with imported wallpaper of the finest quality, water and | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-18,أعمال التشطيبات,دهانات بلاستيك قابل للغسيل لجميع الحوائط الداخلية بالمبني الرئيسي والفيلات ومباني الخدمات وحسب توصية المهندس المشرف وإعتماد المالك,م2,48.0,WASHABLE ACRYLIC PAINT ON PLASTER | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-19,أعمال التشطيبات,سيراميك حوائط بالمقاسات المطلوبة حسب المخططات واعتماد المهندس المشرف لحمام السباحة وحسب توصية المهندس المشرف وإعتماد المالك,م2,113.0,Wall ceramics in the required sizes according to the plans and the app | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-20,أعمال التشطيبات,بورسلان لامع للحوائط سمك 10مم بالمقاسات المطلوبة حسب المخططات واعتماد المهندس المشرف بالحمامات والمطابخ بالمكتب الرئيسي والفيلات ومباني الخدمات وحسب ت,م2,141.0,"Glossy porcelain tiles for walls, 10 mm thick, in the required sizes a | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-21,أعمال التشطيبات,تكسيات من حجر الرياض للواجهات تركيب ميكانيكي مع عزل الواجهه ضد الرطوبة طبقاً للمخططات والسعر يشمل عتبات الشبابيك والاكسوارات وحسب توصية المهندس المشرف,م2,329.0,"Riyadh stone cladding for facades with mechanical installation, includ | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-22,أعمال التشطيبات,اسفال من الجرانيت الامبرادور الغامق مصقول سمك 20 مم وبارتفاع لا يقل عن 600 مم حسب اعتماد المالك والسعر يشمل زاوية من الحديد المجلف بابعاد 60*60*25 مم ,م2,300.0,"Clading base made of polished dark Emperador granite, 20 mm thick, wit | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-9-23,أعمال التشطيبات,دهان بروفايل ملون حسب المواصفات وحسب توصية المهندس المشرف وإعتماد المالك,م2,55.0,Cementitious decorative colored render as per specification and archit | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-24,أعمال التشطيبات,دهان رشة امريكية خشن الملمس وحسب توصية المهندس المشرف وإعتماد المالك,م2,50.0,Rough-textured paint | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-25,أعمال التشطيبات,لياسة اسمنتية والتجهيز لاعمال الدهانات والتشطيب النهائي وحسب توصية المهندس المشرف وإعتماد المالك,م2,40.0,Cement and sand plaster to suit wall paint and tile finishes | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-26,أعمال التشطيبات,اسقف جبسية شاملة الدهانات البلاستيكية القابلة للغسيل وحسب توصية المهندس المشرف وإعتماد المالك,م2,141.0,Gypsum ceilings including washable plastic paints | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-27,أعمال التشطيبات,اسقف جبسية مقاومة للرطوبة شاملة الدهانات البلاستيكية القابلة للغسيل بالحمامات والمطابخ وحسب توصية المهندس المشرف وإعتماد المالك,م2,150.0,Moisture resistant gypsum ceilings including washable plastic paints | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-28,أعمال التشطيبات,دهان بلاستيك قابل للغسيل وحسب توصية المهندس المشرف وإعتماد المالك,م2,40.0,WASHABLE ACRYLIC PAINT | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-29,أعمال التشطيبات,نافورة داخلية هيكل مصنوع من الخرسانة المسلحة، تشطيب رخام كريما مارفل تصميم عصري أو تقليدي حسب الطلب واعتماد المالك، مع خيارات متعددة مثل نوافير الجدرا,بالعدد,90000.0,Indoor Fountain Structure made of reinforced concrete with a Crema Mar | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-9-30,أعمال التشطيبات,نافورة خارجية هيكل مصنوع من الخرسانة المسلحة، تشطيب خارجي بحجر الرياض وتشطيب داخلي سيراميك فسيفساء تصميم عصري أو تقليدي حسب الطلب واعتماد المالك، مع خ,بالعدد,100000.0,Outdoor Fountain Structure made of reinforced concrete. Exterior finis | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-1,الأعمال التخصصية والإكسسوارات,حامل مناديل يعمل بالخلية الضوئية يركب داخل دورات المياة العامة مع كافة الاجهزة الخاصة بة لاتمام العمل على الوجة الاكمل وحسب توصية المهندس المشرف وإعتم,بالعدد,597.0,"Photocell-operated tissue holder to be installed in public restrooms,  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-10-2,الأعمال التخصصية والإكسسوارات,مجفف يعمل بالخلية الضوئية يركب داخل دورات المياة العامة مع كافة الاجهزة الخاصة بة لاتمام العمل على الوجة الاكمل وحسب توصية المهندس المشرف وإعتماد الما,بالعدد,1470.0,"Photocell-operated dryer to be installed in public restrooms, includin | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-10-3,الأعمال التخصصية والإكسسوارات,موزع صابون اوتوماتيكي بدون لمس مع قاعدة مضادة للماء ومستشعر يعمل بالاشعة تحت الحمراء من الفولاذ المقاوم للصدأ - ومستشعر تلقائي للصابون للحمامات الخاصة,بالعدد,900.0,Touchless automatic soap dispenser with a waterproof base and infrared | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-4,الأعمال التخصصية والإكسسوارات,حامل محارم من الاستانلستيل تركب بجوار المراحيض تركب بحمامات الضيوف وحسب توصية المهندس المشرف وإعتماد المالك,بالعدد,243.0,Stainless steel tissue holder to be installed next to the toilets | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-5,الأعمال التخصصية والإكسسوارات,حامل مناشف من الفولاذ المقاوم للصدأ للحمام، مثبت على الحائط وحسب توصية المهندس المشرف وإعتماد المالك,بالعدد,200.0,"1pc Stainless Steel Towel Bar, Towel Rack For Bathroom, Wall Mounted T | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-10-6,الأعمال التخصصية والإكسسوارات,علاقة ملابس مفردة من الاستانلستيل,بالعدد,90.0,Bath ceramic robe holder | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-7,الأعمال التخصصية والإكسسوارات,توريد وتركيب مرآة نوع بلجيكي من الزجاج المقسي الشفاف ذات إطار من الفولاذ المقاوم للصدأ بسمك 6 مم، بما في ذلك جميع ملحقات التثبيت والسعر يشمل اضاءة ليد,م2,423.0,Supply and installation of a Belgian mirror made of clear tempered gla | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-8,الأعمال التخصصية والإكسسوارات,توريد وتركيب كاونترات وحدات كاملة بالحوض من الرخام الطبيعي لاحواض الغسيل الفردية بأبعاد حسب الطول وبعرض 500مم و ارتفاع 250 مم وواجهة بسمك 20 مم وارتفا,بالعدد,4000.0,Supply and installation of complete counter units with sinks made of n | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-9,الأعمال التخصصية والإكسسوارات,توريد وتركيب كاونتر من الرخام الصناعي ( كوريان ) لاخواض الغسيل بارتفاع 50 مم وواجهة بسمك 20 مم، بما في ذلك إطار من الفولاذ المجلفن مع دعامة من الخشب ا,م.ط,597.0,Supply and installArtificial marble (Corian) vanity counter with 50mm  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-10-10,الأعمال التخصصية والإكسسوارات,دواليب مطبخ علوية مصنوع من خشب MDF مغلف مع طبقة نهائية مقاومة للرطوبة. الأبعاد: حسب التصميم والمخططات المطلوبة (يتم تحديد الأبعاد بناءً على المساحة ال,م.ط,1000.0,"Upper kitchen cabinets made of MDF wood, coated with a moisture-resist | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-10-11,الأعمال التخصصية والإكسسوارات,دواليب مطبخ سفلية مصنوع من خشب MDF مغلف مع طبقة نهائية مقاومة للرطوبة مع رخام صناعي بكامل طول الوحدة. الأبعاد: حسب التصميم والمخططات المطلوبة (يتم تحد,م.ط,1500.0,"Lower kitchen cabinets made of MDF wood, coated with a moisture-resist | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-1,الأعمال الميكانيكية والصحية,قطر 25 ملم,م.ط,50.0,diameter 25 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-2,الأعمال الميكانيكية والصحية,قطر 32 ملم,م.ط,47.0,diameter 32 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-3,الأعمال الميكانيكية والصحية,قطر 40 ملم,م.ط,84.0,diameter 40 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-4,الأعمال الميكانيكية والصحية,كالبند السابق قطر 40 ملم Dia40 mm,م.ط,50.0,"As the previous item, diameter 40 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-5,الأعمال الميكانيكية والصحية,كالبند السابق قطر 50 ملم Dia50 mm,م.ط,60.0,"As the previous item, diameter 50 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-6,الأعمال الميكانيكية والصحية,كالبند السابق قطر 63 ملم Dia 63 mm,م.ط,70.0,"As the previous item, diameter 63 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-7,الأعمال الميكانيكية والصحية,كالبند السابق Pressure Reducing Valves قطر 40 مم,بالعدد,500.0,As previous item Pressure Reducing Valves 40 mm diameter | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-8,الأعمال الميكانيكية والصحية,كالبند السابق Pressure Reducing Valves قطر 32 مم,بالعدد,415.0,As previous item Pressure Reducing Valves 32 mm diameter | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-9,الأعمال الميكانيكية والصحية,كالبند السابق قطر 25 ملم Dia 25 mm,م.ط,47.0,"As the previous item, diameter 25 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-10,الأعمال الميكانيكية والصحية,كالبند السابق قطر 32 ملم Dia 32 mm,م.ط,56.0,"As the previous item, diameter 32 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-11,الأعمال الميكانيكية والصحية,كالبند السابق قطر 40 ملم Dia 40 mm,م.ط,85.0,"As the previous item, diameter 40 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-12,الأعمال الميكانيكية والصحية,قطر 25 ملم,بالعدد,100.0,diameter 25 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-13,الأعمال الميكانيكية والصحية,قطر 32 ملم,بالعدد,122.0,diameter 32 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-14,الأعمال الميكانيكية والصحية,قطر 40 ملم,بالعدد,141.0,diameter 40 mm. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-15,الأعمال الميكانيكية والصحية,قطر 150 ملم mm,م.ط,180.0,Diameter 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-16,الأعمال الميكانيكية والصحية,قطر 110 ملم mm,م.ط,150.0,Diameter 110 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-17,الأعمال الميكانيكية والصحية,قطر 75 ملم mm,م.ط,95.0,Diameter 75 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-18,الأعمال الميكانيكية والصحية,قطر 50 ملم mm,م.ط,70.0,Diameter 50 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-19,الأعمال الميكانيكية والصحية,قطر 110 ملم mm ماسورة طرد المضخة الغاطسة (UPVC) class 5,م.ط,150.0,Diameter110 mm Forced Flow Pipe (UPVC) class 5 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-20,الأعمال الميكانيكية والصحية,قطر 300 ملم mm ماسورة صرف المطر (UPVC) class 3 - ماسورة أرضية لربط صرف المطر مع خزان المياه الرمادية,م.ط,350.0,Diameter300 mm Storm Flow Pipe (UPVC) class 3 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-21,الأعمال الميكانيكية والصحية,قطر 300 ملم ضبة تنظيف (اتجاه واحد),بالعدد,500.0,Diameter 300 mm Cleanout (One-Way) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-22,الأعمال الميكانيكية والصحية,توريد وتركيب تركيب storm gutter drain بعرض 150 ملم ، لتجميع وتصريف مياه الأمطار من الأسطح والمناطق المرتفعة إلى شبكة الصرف، ويشمل ذلك التثبيت المناسب ,م.ط,700.0,Supply and install a 150 mm wide storm gutter drain to collect and dis | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
